analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-10668	ukb-b-10668	Diagnoses - main ICD10: N47 Redundant prepuce, phimosis and paraphimosis			/local-scratch/data/opengwas/igd/ukb-b-10668/ukb-b-10668.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10694	ukb-b-10694	Diagnoses - secondary ICD10: E10.9 Without complications			/local-scratch/data/opengwas/igd/ukb-b-10694/ukb-b-10694.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1070	ukb-b-1070	Average weekly fortified wine intake			/local-scratch/data/opengwas/igd/ukb-b-1070/ukb-b-1070.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	327563				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10712	ukb-b-10712	Diagnoses - main ICD10: O70.1 Second degree perineal laceration during delivery			/local-scratch/data/opengwas/igd/ukb-b-10712/ukb-b-10712.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10713	ukb-b-10713	Treatment/medication code: loratadine			/local-scratch/data/opengwas/igd/ukb-b-10713/ukb-b-10713.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10733	ukb-b-10733	Operation code: fertility treatment procedures			/local-scratch/data/opengwas/igd/ukb-b-10733/ukb-b-10733.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10753	ukb-b-10753	Diabetes diagnosed by doctor			/local-scratch/data/opengwas/igd/ukb-b-10753/ukb-b-10753.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461578				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10756	ukb-b-10756	Diagnoses - secondary ICD10: I20.0 Unstable angina			/local-scratch/data/opengwas/igd/ukb-b-10756/ukb-b-10756.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10766	ukb-b-10766	Treatment/medication code: tegretol 100mg tablet			/local-scratch/data/opengwas/igd/ukb-b-10766/ukb-b-10766.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10768	ukb-b-10768	Cascot confidence score			/local-scratch/data/opengwas/igd/ukb-b-10768/ukb-b-10768.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	13634				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10769	ukb-b-10769	PCT where patients GP was registered: BIRMINGHAM EAST AND NORTH PCT			/local-scratch/data/opengwas/igd/ukb-b-10769/ukb-b-10769.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10771	ukb-b-10771	Diagnoses - main ICD10: R07.4 Chest pain, unspecified			/local-scratch/data/opengwas/igd/ukb-b-10771/ukb-b-10771.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10778	ukb-b-10778	PCT responsible for patient data: WARRINGTON PCT			/local-scratch/data/opengwas/igd/ukb-b-10778/ukb-b-10778.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10783	ukb-b-10783	Illnesses of siblings: None of the above (group 2)			/local-scratch/data/opengwas/igd/ukb-b-10783/ukb-b-10783.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	368679				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10787	ukb-b-10787	Standing height			/local-scratch/data/opengwas/igd/ukb-b-10787/ukb-b-10787.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461950				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10793	ukb-b-10793	Pear intake			/local-scratch/data/opengwas/igd/ukb-b-10793/ukb-b-10793.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10797	ukb-b-10797	Chest pain due to walking ceases when standing still			/local-scratch/data/opengwas/igd/ukb-b-10797/ukb-b-10797.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	26467				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10806	ukb-b-10806	Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time			/local-scratch/data/opengwas/igd/ukb-b-10806/ukb-b-10806.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461398				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10807	ukb-b-10807	Illnesses of mother: Severe depression			/local-scratch/data/opengwas/igd/ukb-b-10807/ukb-b-10807.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	423217				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10810	ukb-b-10810	Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC			/local-scratch/data/opengwas/igd/ukb-b-10810/ukb-b-10810.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10813	ukb-b-10813	Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ			/local-scratch/data/opengwas/igd/ukb-b-10813/ukb-b-10813.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10817	ukb-b-10817	Particulate matter air pollution (pm2.5); 2010			/local-scratch/data/opengwas/igd/ukb-b-10817/ukb-b-10817.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	423796				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10821	ukb-b-10821	External causes: W01.9 Unspecified place			/local-scratch/data/opengwas/igd/ukb-b-10821/ukb-b-10821.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10827	ukb-b-10827	Operation code: lumpectomy			/local-scratch/data/opengwas/igd/ukb-b-10827/ukb-b-10827.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10829	ukb-b-10829	Beef intake			/local-scratch/data/opengwas/igd/ukb-b-10829/ukb-b-10829.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64943				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10830	ukb-b-10830	Average monthly spirits intake			/local-scratch/data/opengwas/igd/ukb-b-10830/ukb-b-10830.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	34111				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10831	ukb-b-10831	Pack years of smoking			/local-scratch/data/opengwas/igd/ukb-b-10831/ukb-b-10831.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	142387				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10847	ukb-b-10847	Operative procedures - secondary OPCS: Y53.5 Approach to organ under image intensifier			/local-scratch/data/opengwas/igd/ukb-b-10847/ukb-b-10847.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10848	ukb-b-10848	Operative procedures - secondary OPCS: Z80.1 First metatarsal			/local-scratch/data/opengwas/igd/ukb-b-10848/ukb-b-10848.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10849	ukb-b-10849	Diagnoses - main ICD10: N93.9 Abnormal uterine and vaginal bleeding, unspecified			/local-scratch/data/opengwas/igd/ukb-b-10849/ukb-b-10849.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10852	ukb-b-10852	Was blood sampling attempted			/local-scratch/data/opengwas/igd/ukb-b-10852/ukb-b-10852.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463000				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10857	ukb-b-10857	Willing to attempt cognitive tests			/local-scratch/data/opengwas/igd/ukb-b-10857/ukb-b-10857.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462293				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10859	ukb-b-10859	Diagnoses - main ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess			/local-scratch/data/opengwas/igd/ukb-b-10859/ukb-b-10859.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10872	ukb-b-10872	PCT responsible for patient data: NORTH YORKSHIRE AND YORK PCT			/local-scratch/data/opengwas/igd/ukb-b-10872/ukb-b-10872.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10873	ukb-b-10873	Diagnoses - main ICD10: M54.59 Low back pain (Site unspecified)			/local-scratch/data/opengwas/igd/ukb-b-10873/ukb-b-10873.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10880	ukb-b-10880	Diagnoses - secondary ICD10: Z87.4 Personal history of diseases of the genito-urinary system			/local-scratch/data/opengwas/igd/ukb-b-10880/ukb-b-10880.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10903	ukb-b-10903	Non-cancer illness code, self-reported: endometriosis			/local-scratch/data/opengwas/igd/ukb-b-10903/ukb-b-10903.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10911	ukb-b-10911	Diagnoses - secondary ICD10: Z92.2 Personal history of long-term (current) use of other medicaments			/local-scratch/data/opengwas/igd/ukb-b-10911/ukb-b-10911.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10912	ukb-b-10912	Non-cancer illness code, self-reported: high cholesterol			/local-scratch/data/opengwas/igd/ukb-b-10912/ukb-b-10912.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10919	ukb-b-10919	Operative procedures - main OPCS: E49.9 Unspecified diagnostic fibreoptic endoscopic examination of lower respiratory tract			/local-scratch/data/opengwas/igd/ukb-b-10919/ukb-b-10919.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1092	ukb-b-1092	PCT responsible for patient data: BERKSHIRE EAST PCT			/local-scratch/data/opengwas/igd/ukb-b-1092/ukb-b-1092.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10923	ukb-b-10923	Alcohol consumed			/local-scratch/data/opengwas/igd/ukb-b-10923/ukb-b-10923.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10932	ukb-b-10932	Sweet pepper intake			/local-scratch/data/opengwas/igd/ukb-b-10932/ukb-b-10932.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10937	ukb-b-10937	Reason for glasses/contact lenses: For 'astigmatism'			/local-scratch/data/opengwas/igd/ukb-b-10937/ukb-b-10937.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	460536				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1096	ukb-b-1096	Heel bone mineral density (BMD) (left)			/local-scratch/data/opengwas/igd/ukb-b-1096/ukb-b-1096.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	146139				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-10979	ukb-b-10979	Gas or solid-fuel cooking/heating: None of the above			/local-scratch/data/opengwas/igd/ukb-b-10979/ukb-b-10979.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461398				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1099	ukb-b-1099	Salted peanuts intake			/local-scratch/data/opengwas/igd/ukb-b-1099/ukb-b-1099.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1100	ukb-b-1100	Close to major road			/local-scratch/data/opengwas/igd/ukb-b-1100/ukb-b-1100.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	456380				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11002	ukb-b-11002	PCT responsible for patient data: NORTHUMBERLAND CARE TRUST			/local-scratch/data/opengwas/igd/ukb-b-11002/ukb-b-11002.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11004	ukb-b-11004	Muesli intake			/local-scratch/data/opengwas/igd/ukb-b-11004/ukb-b-11004.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11010	ukb-b-11010	How are people in household related to participant: Other unrelated			/local-scratch/data/opengwas/igd/ukb-b-11010/ukb-b-11010.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	459600				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11015	ukb-b-11015	Operative procedures - main OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus			/local-scratch/data/opengwas/igd/ukb-b-11015/ukb-b-11015.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11020	ukb-b-11020	Diagnoses - main ICD10: K80.2 Calculus of gallbladder without cholecystitis			/local-scratch/data/opengwas/igd/ukb-b-11020/ukb-b-11020.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11025	ukb-b-11025	Transport type for commuting to job workplace: Car/motor vehicle			/local-scratch/data/opengwas/igd/ukb-b-11025/ukb-b-11025.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	245364				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11045	ukb-b-11045	Diagnoses - secondary ICD10: M13.9 Arthritis, unspecified			/local-scratch/data/opengwas/igd/ukb-b-11045/ukb-b-11045.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11048	ukb-b-11048	Why stopped smoking: Financial reasons			/local-scratch/data/opengwas/igd/ukb-b-11048/ukb-b-11048.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	113988				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11052	ukb-b-11052	Diagnoses - main ICD10: R79.8 Other specified abnormal findings of blood chemistry			/local-scratch/data/opengwas/igd/ukb-b-11052/ukb-b-11052.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11064	ukb-b-11064	Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft			/local-scratch/data/opengwas/igd/ukb-b-11064/ukb-b-11064.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11065	ukb-b-11065	Diagnoses - secondary ICD10: W01.0 Home			/local-scratch/data/opengwas/igd/ukb-b-11065/ukb-b-11065.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11075	ukb-b-11075	Mineral and other dietary supplements: Fish oil (including cod liver oil)			/local-scratch/data/opengwas/igd/ukb-b-11075/ukb-b-11075.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461384				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11076	ukb-b-11076	ECG, phase time			/local-scratch/data/opengwas/igd/ukb-b-11076/ukb-b-11076.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	68426				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11085	ukb-b-11085	Medication for pain relief, constipation, heartburn: None of the above			/local-scratch/data/opengwas/igd/ukb-b-11085/ukb-b-11085.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	457547				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11113	ukb-b-11113	3mm weak meridian (left)			/local-scratch/data/opengwas/igd/ukb-b-11113/ukb-b-11113.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	95998				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11120	ukb-b-11120	Operation code: knee replacement/revision			/local-scratch/data/opengwas/igd/ukb-b-11120/ukb-b-11120.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11133	ukb-b-11133	PCT responsible for patient data: BARNSLEY PCT			/local-scratch/data/opengwas/igd/ukb-b-11133/ukb-b-11133.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	463010				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11138	ukb-b-11138	Vitamin and/or mineral supplement use: Fish oil			/local-scratch/data/opengwas/igd/ukb-b-11138/ukb-b-11138.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11141	ukb-b-11141	Forced expiratory volume in 1-second (FEV1), Best measure			/local-scratch/data/opengwas/igd/ukb-b-11141/ukb-b-11141.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	345665				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11158	ukb-b-11158	Aide-memoire completed			/local-scratch/data/opengwas/igd/ukb-b-11158/ukb-b-11158.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	462933				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11161	ukb-b-11161	Mouth/teeth dental problems: Painful gums			/local-scratch/data/opengwas/igd/ukb-b-11161/ukb-b-11161.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	461113				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-11182	ukb-b-11182	3mm cylindrical power (left)			/local-scratch/data/opengwas/igd/ukb-b-11182/ukb-b-11182.vcf.gz					GRCh37							unassigned			unavailable		total	analysis_level	95998				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
