analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
867	GCST90202922	GCST90202922	X-12112 levels	X-12112 measurement	http://www.ebi.ac.uk/efo/EFO_0800705	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202922_GCST90202922.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202922/harmonised/GCST90202922.h.tsv.gz		GCST90202922_GCST90202922.filtered.tsv.gz	35e443f218751c84344db8a88ab363cf4623385defbb7a756b9c580ad01df821	sha256	218950	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.960398665081909	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
868	GCST90202923	GCST90202923	X-12100 levels	X-12100 measurement	http://www.ebi.ac.uk/efo/EFO_0800701	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202923_GCST90202923.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202923/harmonised/GCST90202923.h.tsv.gz		GCST90202923_GCST90202923.filtered.tsv.gz	d0d5d62de5836813a859e4714c54b0ba97a80a0774bce654cbfba7e63b8b1471	sha256	242305	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.901868300039939	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
869	GCST90202924	GCST90202924	X-12117 levels	X-12117 measurement	http://www.ebi.ac.uk/efo/EFO_0800706	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202924_GCST90202924.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202924/harmonised/GCST90202924.h.tsv.gz		GCST90202924_GCST90202924.filtered.tsv.gz	430fe04049a6a9db346a4a6d3c3db97cabcbc281084ad700d1e26ec40bb8a470	sha256	162316	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.937097096659909	estimated_from_source_maf	sd	total	analysis_level	70	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
870	GCST90202925	GCST90202925	X-12104 levels	X-12104 measurement	http://www.ebi.ac.uk/efo/EFO_0800703	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202925_GCST90202925.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202925/harmonised/GCST90202925.h.tsv.gz		GCST90202925_GCST90202925.filtered.tsv.gz	45edc24b842510a02b9e64fbf1e4f9bfc3d6a885ce88ae987f0f55db440d3368	sha256	222855	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.899701926289809	estimated_from_source_maf	sd	total	analysis_level	88	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
871	GCST90202926	GCST90202926	X-12127 levels	X-12127 measurement	http://www.ebi.ac.uk/efo/EFO_0800709	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202926_GCST90202926.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202926/harmonised/GCST90202926.h.tsv.gz		GCST90202926_GCST90202926.filtered.tsv.gz	62145b79bf86559f9077321fa29da4f963dfb9bf712ca1e5073d60f9a8ebd4a7	sha256	277462	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.903238778921368	estimated_from_source_maf	sd	total	analysis_level	79	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
872	GCST90202927	GCST90202927	X-12407 levels	X-12407 measurement	http://www.ebi.ac.uk/efo/EFO_0021304	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202927_GCST90202927.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202927/harmonised/GCST90202927.h.tsv.gz		GCST90202927_GCST90202927.filtered.tsv.gz	ee6c44deda44b3c04ff38c711279a13e4ab31005ba6a62129f91de9e3b413c2f	sha256	157361	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.964974459746354	estimated_from_source_maf	sd	total	analysis_level	86	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
873	GCST90202928	GCST90202928	X-12411 levels	X-12411 measurement	http://www.ebi.ac.uk/efo/EFO_0800716	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202928_GCST90202928.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202928/harmonised/GCST90202928.h.tsv.gz		GCST90202928_GCST90202928.filtered.tsv.gz	2d00e108ba56296f78f874bcc63cd8c299f1e6b5f139d2908aef48fa51448fcd	sha256	160458	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.914300866129904	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
874	GCST90202929	GCST90202929	X-12714 levels	X-12714 measurement	http://www.ebi.ac.uk/efo/EFO_0800722	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202929_GCST90202929.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202929/harmonised/GCST90202929.h.tsv.gz		GCST90202929_GCST90202929.filtered.tsv.gz	68754ec6576b6a7ef7c6aaaa0644dc05117ca34d73b4d3c0fa01951395f1608f	sha256	296533	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.947593235999536	estimated_from_source_maf	sd	total	analysis_level	78	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
875	GCST90202930	GCST90202930	X-12731 levels	X-12731 measurement	http://www.ebi.ac.uk/efo/EFO_0800725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202930_GCST90202930.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202930/harmonised/GCST90202930.h.tsv.gz		GCST90202930_GCST90202930.filtered.tsv.gz	d23f5d819b075da6da4498344122578ca571c6ad121c305d30538b52bbcb0113	sha256	153139	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.998220392073862	estimated_from_source_maf	sd	total	analysis_level	69	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
876	GCST90202931	GCST90202931	X-12544 levels	X-12544 measurement	http://www.ebi.ac.uk/efo/EFO_0021315	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202931_GCST90202931.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202931/harmonised/GCST90202931.h.tsv.gz		GCST90202931_GCST90202931.filtered.tsv.gz	46979c4d468b5fd89e4cdd0e8cb819fdb94934512c9c3677bc83b26ba007a2bd	sha256	158905	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.976055137376982	estimated_from_source_maf	sd	total	analysis_level	84	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
877	GCST90202932	GCST90202932	X-12462 levels	X-12462 measurement	http://www.ebi.ac.uk/efo/EFO_0800717	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202932_GCST90202932.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202932/harmonised/GCST90202932.h.tsv.gz		GCST90202932_GCST90202932.filtered.tsv.gz	1ef7a5ca0e0beea8d5530dde8b9cbe3fe5061068860242e09f071406423f6156	sha256	160852	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.963751461669543	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
878	GCST90202933	GCST90202933	X-12410 levels	X-12410 measurement	http://www.ebi.ac.uk/efo/EFO_0800715	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202933_GCST90202933.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202933/harmonised/GCST90202933.h.tsv.gz		GCST90202933_GCST90202933.filtered.tsv.gz	8822cbbd05176997a7bcee8ad385acbe7316fa2bff870fb7c829fdf602f48add	sha256	161300	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.953291645229065	estimated_from_source_maf	sd	total	analysis_level	93	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
879	GCST90202934	GCST90202934	X-12707 levels	X-12707 measurement	http://www.ebi.ac.uk/efo/EFO_0800720	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202934_GCST90202934.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202934/harmonised/GCST90202934.h.tsv.gz		GCST90202934_GCST90202934.filtered.tsv.gz	e277f97d481a59ef42d4cf5e4b70c8ffcbab6f0f127e24ef401362775544d164	sha256	315619	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.870873247349838	estimated_from_source_maf	sd	total	analysis_level	97	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
880	GCST90202935	GCST90202935	X-12701 levels	metabolite measurement	http://www.ebi.ac.uk/efo/EFO_0004725	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202935_GCST90202935.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202935/harmonised/GCST90202935.h.tsv.gz		GCST90202935_GCST90202935.filtered.tsv.gz	a0bf5561de6eac5e6d0d9276eabef3965e77046e1b1c0cf7647072c44c6fd78b	sha256	160775	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.997342475088969	estimated_from_source_maf	sd	total	analysis_level	81	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
881	GCST90202936	GCST90202936	X-12680 levels	X-12680 measurement	http://www.ebi.ac.uk/efo/EFO_0021320	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202936_GCST90202936.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202936/harmonised/GCST90202936.h.tsv.gz		GCST90202936_GCST90202936.filtered.tsv.gz	325bb4c5ca5d64eeec852effb3f2b85ace35726b193e566a6a2a34f3ea9b8612	sha256	160467	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.960260954458757	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
882	GCST90202937	GCST90202937	X-12798 levels	X-12798 measurement	http://www.ebi.ac.uk/efo/EFO_0021335	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202937_GCST90202937.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202937/harmonised/GCST90202937.h.tsv.gz		GCST90202937_GCST90202937.filtered.tsv.gz	402f231f21ae5236a2572b2888908ec36120f2fff138d7cddd8b729c536f0478	sha256	159987	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.980860773577792	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
883	GCST90202938	GCST90202938	X-12740 levels	X-12740 measurement	http://www.ebi.ac.uk/efo/EFO_0021330	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202938_GCST90202938.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202938/harmonised/GCST90202938.h.tsv.gz		GCST90202938_GCST90202938.filtered.tsv.gz	a82c5f1f5d16f6bf28610301f80dc4b351793cc24702befb97558aca2f4a6ad9	sha256	157455	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.950941063931544	estimated_from_source_maf	sd	total	analysis_level	85	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
884	GCST90202939	GCST90202939	X-12730 levels	X-12730 measurement	http://www.ebi.ac.uk/efo/EFO_0800724	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202939_GCST90202939.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202939/harmonised/GCST90202939.h.tsv.gz		GCST90202939_GCST90202939.filtered.tsv.gz	9d975d12fa7d9d3bd6af29478bc92f5a2fee55fcbba80d302dfbf16f2c959f72	sha256	156962	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.982288402976941	estimated_from_source_maf	sd	total	analysis_level	87	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
885	GCST90202940	GCST90202940	X-12738 levels	X-12738 measurement	http://www.ebi.ac.uk/efo/EFO_0800726	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202940_GCST90202940.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202940/harmonised/GCST90202940.h.tsv.gz		GCST90202940_GCST90202940.filtered.tsv.gz	43dc9664e86037f542f8fefb5df1dd2c4baeb86e0cd5099676b5f004fafe9813	sha256	209253	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.997094351595409	estimated_from_source_maf	sd	total	analysis_level	53	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
886	GCST90202941	GCST90202941	X-12729 levels	X-12729 measurement	http://www.ebi.ac.uk/efo/EFO_0021328	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202941_GCST90202941.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202941/harmonised/GCST90202941.h.tsv.gz		GCST90202941_GCST90202941.filtered.tsv.gz	3d65c531be232e327141e9b62ce3e0fb2b5cd1af1d46c3e784df6a020c8fb4b1	sha256	161867	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.990429100707029	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
887	GCST90202942	GCST90202942	X-12818 levels	X-12818 measurement	http://www.ebi.ac.uk/efo/EFO_0800729	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202942_GCST90202942.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202942/harmonised/GCST90202942.h.tsv.gz		GCST90202942_GCST90202942.filtered.tsv.gz	7f31078feb265950b25c4dcf6b57019000600d4eb85a336dca5b1c196daeecf5	sha256	209652	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.981374387976775	estimated_from_source_maf	sd	total	analysis_level	78	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
888	GCST90202943	GCST90202943	X-12812 levels	X-12812 measurement	http://www.ebi.ac.uk/efo/EFO_0800728	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202943_GCST90202943.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202943/harmonised/GCST90202943.h.tsv.gz		GCST90202943_GCST90202943.filtered.tsv.gz	e5e78617f4bd684b98dbb40187714e9d0fe1a9f33fe52ffe7cd94e9055342751	sha256	160767	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.93985807413873	estimated_from_source_maf	sd	total	analysis_level	81	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
889	GCST90202944	GCST90202944	X-12839 levels	X-12839 measurement	http://www.ebi.ac.uk/efo/EFO_0800731	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202944_GCST90202944.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202944/harmonised/GCST90202944.h.tsv.gz		GCST90202944_GCST90202944.filtered.tsv.gz	3c762048bb9d94f47593426a89dffc2e36a38ae3197bf60eb6c788eaaf7aa2b3	sha256	154739	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.974115533293688	estimated_from_source_maf	sd	total	analysis_level	56	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
890	GCST90202945	GCST90202945	X-12844 levels	X-12844 measurement	http://www.ebi.ac.uk/efo/EFO_0021339	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202945_GCST90202945.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202945/harmonised/GCST90202945.h.tsv.gz		GCST90202945_GCST90202945.filtered.tsv.gz	348de9122eaa0f5b5f97a388a0f043a579fec82d4b443f5ecab722582df835ee	sha256	159634	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.942415408098028	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
891	GCST90202946	GCST90202946	X-12822 levels	X-12822 measurement	http://www.ebi.ac.uk/efo/EFO_0800730	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202946_GCST90202946.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202946/harmonised/GCST90202946.h.tsv.gz		GCST90202946_GCST90202946.filtered.tsv.gz	e93e65d8cc9df7babe782a3a2ed52a29c04fe48386df96a49136a0d4ce7c86b1	sha256	159928	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.891235063120429	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
892	GCST90202947	GCST90202947	X-12847 levels	X-12847 measurement	http://www.ebi.ac.uk/efo/EFO_0021340	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202947_GCST90202947.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202947/harmonised/GCST90202947.h.tsv.gz		GCST90202947_GCST90202947.filtered.tsv.gz	b48e234bfea1238269a932fda2aa194bc5465d30240b297fb9f15fe883d30cf2	sha256	242843	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.935387096997439	estimated_from_source_maf	sd	total	analysis_level	92	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
893	GCST90202948	GCST90202948	X-12851 levels	X-12851 measurement	http://www.ebi.ac.uk/efo/EFO_0021342	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202948_GCST90202948.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202948/harmonised/GCST90202948.h.tsv.gz		GCST90202948_GCST90202948.filtered.tsv.gz	34b91613be08fb24845752b47cda68eddf6bb73b20953aaa8095ffd93e3fd97a	sha256	161726	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.990467999693935	estimated_from_source_maf	sd	total	analysis_level	80	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
