analysis_index	analysis_id	source_analysis_id	source_label	trait_ontology_name	trait_ontology_id	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
834	GCST90202889	GCST90202889	Kynurenate levels	kynurenate measurement	http://www.ebi.ac.uk/efo/EFO_0800141	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202889_GCST90202889.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202889/harmonised/GCST90202889.h.tsv.gz		GCST90202889_GCST90202889.filtered.tsv.gz	177f2ca7fea1cb1c56a3e15d070fb3c943ea9b4b990819378b4006f61e382d5a	sha256	160042	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.868927118217469	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
835	GCST90202890	GCST90202890	N-stearoyl-sphinganine (d18:0/18:0) levels	N-stearoyl-sphinganine (d18:0/18:0) measurement	http://www.ebi.ac.uk/efo/EFO_0800626	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202890_GCST90202890.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202890/harmonised/GCST90202890.h.tsv.gz		GCST90202890_GCST90202890.filtered.tsv.gz	fdb8e4997609b1479ecc8e61161fa3fc8b5608638d76cee191098b5e01553367	sha256	159204	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.962390303400828	estimated_from_source_maf	sd	total	analysis_level	84	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
836	GCST90202891	GCST90202891	X-07765 levels	X-07765 measurement	http://www.ebi.ac.uk/efo/EFO_0021204	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202891_GCST90202891.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202891/harmonised/GCST90202891.h.tsv.gz		GCST90202891_GCST90202891.filtered.tsv.gz	9cb508b31c8bc47ed6fc2dd46e40764618e895e1934c255308ba0e1e4d804dbe	sha256	161222	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	1.00368166462319	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
837	GCST90202892	GCST90202892	Caprylate (8:0) levels	caprylate 8:0 measurement	http://www.ebi.ac.uk/efo/EFO_0021103	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202892_GCST90202892.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202892/harmonised/GCST90202892.h.tsv.gz		GCST90202892_GCST90202892.filtered.tsv.gz	1cf80410bfa833193da8d6e879b49992dfd3a6988ea8a01a936d5ab7bb868b84	sha256	309200	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.961754944907513	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
838	GCST90202893	GCST90202893	X-10458 levels	X-10458 measurement	http://www.ebi.ac.uk/efo/EFO_0800692	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202893_GCST90202893.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202893/harmonised/GCST90202893.h.tsv.gz		GCST90202893_GCST90202893.filtered.tsv.gz	a609f740583b52a3254753c4dc09785add82042cae7744c9f6a802e2127d1471	sha256	160321	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.976788049061413	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
839	GCST90202894	GCST90202894	X-11444 levels	X-11444 measurement	http://www.ebi.ac.uk/efo/EFO_0021237	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202894_GCST90202894.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202894/harmonised/GCST90202894.h.tsv.gz		GCST90202894_GCST90202894.filtered.tsv.gz	c7ecc131e6b648420dbe92f1156e7094d2d81236245d33526f7eb66b7c63e1a5	sha256	159861	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.832133278759306	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
840	GCST90202895	GCST90202895	X-11372 levels	X-11372 measurement	http://www.ebi.ac.uk/efo/EFO_0800694	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202895_GCST90202895.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202895/harmonised/GCST90202895.h.tsv.gz		GCST90202895_GCST90202895.filtered.tsv.gz	4c15d0a0880e0c3c4e764a213e72841bce62a1b5e817b17a9817d90c77e0b24e	sha256	159404	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.968782271141146	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
841	GCST90202896	GCST90202896	X-11308 levels	X-11308 measurement	http://www.ebi.ac.uk/efo/EFO_0800693	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202896_GCST90202896.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202896/harmonised/GCST90202896.h.tsv.gz		GCST90202896_GCST90202896.filtered.tsv.gz	e483eeb2d36dd2d1265205ab4028aa7c5e037bdfa060278046aa14fda7d60630	sha256	159199	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.96626468503726	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
842	GCST90202897	GCST90202897	X-11299 levels	X-11299 measurement	http://www.ebi.ac.uk/efo/EFO_0021222	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202897_GCST90202897.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202897/harmonised/GCST90202897.h.tsv.gz		GCST90202897_GCST90202897.filtered.tsv.gz	a55673d7e6902943d918f407f166e7e25f9273c2c7bcec91a04ba502cbc1be22	sha256	211900	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.951305540282017	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
843	GCST90202898	GCST90202898	X-11632 levels	X-11632 measurement	http://www.ebi.ac.uk/efo/EFO_0800697	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202898_GCST90202898.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202898/harmonised/GCST90202898.h.tsv.gz		GCST90202898_GCST90202898.filtered.tsv.gz	df316440b33b8705b998690aa38c7f56ea48c03d49aa1866d8996d7081b00c21	sha256	155678	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.972847235596941	estimated_from_source_maf	sd	total	analysis_level	99	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
844	GCST90202899	GCST90202899	X-11843 levels	X-11843 measurement	http://www.ebi.ac.uk/efo/EFO_0021266	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202899_GCST90202899.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202899/harmonised/GCST90202899.h.tsv.gz		GCST90202899_GCST90202899.filtered.tsv.gz	ef28801f8cf1381e4216cd15a724cc895ed3fa947bf38baefed9087642ed1e06	sha256	156398	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.933702659852809	estimated_from_source_maf	sd	total	analysis_level	87	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
845	GCST90202900	GCST90202900	X-11381 levels	X-11381 measurement	http://www.ebi.ac.uk/efo/EFO_0021228	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202900_GCST90202900.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202900/harmonised/GCST90202900.h.tsv.gz		GCST90202900_GCST90202900.filtered.tsv.gz	ea40d18278323122dd7fc3c81ac95e65c2ea3b9f4ffa0c48fe945883e7b4d67a	sha256	160013	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.944067601121741	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
846	GCST90202901	GCST90202901	X-11478 levels	X-11478 measurement	http://www.ebi.ac.uk/efo/EFO_0021242	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202901_GCST90202901.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202901/harmonised/GCST90202901.h.tsv.gz		GCST90202901_GCST90202901.filtered.tsv.gz	6789b94d6b7c3ac8249e606b65d19a84be3ff917c512e4a4e37dc985a97e163e	sha256	160139	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.994238049681561	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
847	GCST90202902	GCST90202902	X-11315 levels	X-11315 measurement	http://www.ebi.ac.uk/efo/EFO_0021223	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202902_GCST90202902.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202902/harmonised/GCST90202902.h.tsv.gz		GCST90202902_GCST90202902.filtered.tsv.gz	a7b0b917d61ca4a94fdfd5d70df1c6012f8c7548cd5c3c19d04e2b2e6f114974	sha256	159857	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.928051883772286	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
848	GCST90202903	GCST90202903	X-11787 levels	X-11787 measurement	http://www.ebi.ac.uk/efo/EFO_0021258	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202903_GCST90202903.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202903/harmonised/GCST90202903.h.tsv.gz		GCST90202903_GCST90202903.filtered.tsv.gz	07e99d9eb5430c4b40c294c832d15124b1fea7eccc14bc7ee8a4161b35f65f2f	sha256	160888	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.867808259195064	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
849	GCST90202904	GCST90202904	X-11483 levels	X-11483 measurement	http://www.ebi.ac.uk/efo/EFO_0021243	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202904_GCST90202904.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202904/harmonised/GCST90202904.h.tsv.gz		GCST90202904_GCST90202904.filtered.tsv.gz	9ff76a5bb194d00704b24b82ba8a9defca6bfd93eee3df1d8d4acbb1f4c09450	sha256	155511	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.961012105744919	estimated_from_source_maf	sd	total	analysis_level	88	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
850	GCST90202905	GCST90202905	X-11795 levels	X-11795 measurement	http://www.ebi.ac.uk/efo/EFO_0021261	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202905_GCST90202905.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202905/harmonised/GCST90202905.h.tsv.gz		GCST90202905_GCST90202905.filtered.tsv.gz	a4aaf7fc6f2ce468ab7c95109f338dcbd731d8ced85b914f8dfd31b71f3d48d7	sha256	160117	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.981751377462239	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
851	GCST90202906	GCST90202906	X-11470 levels	X-11470 measurement	http://www.ebi.ac.uk/efo/EFO_0021241	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202906_GCST90202906.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202906/harmonised/GCST90202906.h.tsv.gz		GCST90202906_GCST90202906.filtered.tsv.gz	118d2e6be07bbc9c3b3bc610a8a00fce2e43d8228337271eaf29f55186753747	sha256	248893	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.858424995493698	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
852	GCST90202907	GCST90202907	X-11849 levels	X-11849 measurement	http://www.ebi.ac.uk/efo/EFO_0021269	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202907_GCST90202907.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202907/harmonised/GCST90202907.h.tsv.gz		GCST90202907_GCST90202907.filtered.tsv.gz	26b30ce4657672b8b233b55974b29428a8bbcf8259f4efce47a82cc532e58e58	sha256	160735	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.954637495113015	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
853	GCST90202908	GCST90202908	X-12013 levels	X-12013 measurement	http://www.ebi.ac.uk/efo/EFO_0021277	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202908_GCST90202908.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202908/harmonised/GCST90202908.h.tsv.gz		GCST90202908_GCST90202908.filtered.tsv.gz	3096210f68d5e5c61e0aa963d4d29d896e8fc5fbcf6cee88e7ac7e6169c0797b	sha256	474507	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.894438965938188	estimated_from_source_maf	sd	total	analysis_level	65	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
854	GCST90202909	GCST90202909	X-12306 levels	X-12306 measurement	http://www.ebi.ac.uk/efo/EFO_0800714	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202909_GCST90202909.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202909/harmonised/GCST90202909.h.tsv.gz		GCST90202909_GCST90202909.filtered.tsv.gz	d08c6bf1bb7f8f1fdd67135da10a33711bc5538a3090cf82f012467f21aa6b14	sha256	154154	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.885544740055268	estimated_from_source_maf	sd	total	analysis_level	68	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
855	GCST90202910	GCST90202910	X-12026 levels	X-12026 measurement	http://www.ebi.ac.uk/efo/EFO_0800700	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202910_GCST90202910.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202910/harmonised/GCST90202910.h.tsv.gz		GCST90202910_GCST90202910.filtered.tsv.gz	28b677d5a8878cb7787a2187ec7e21972dd398998025af51d79efaae8288d83e	sha256	159238	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.917787493873582	estimated_from_source_maf	sd	total	analysis_level	104	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
856	GCST90202911	GCST90202911	X-12283 levels	X-12283 measurement	http://www.ebi.ac.uk/efo/EFO_0800713	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202911_GCST90202911.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202911/harmonised/GCST90202911.h.tsv.gz		GCST90202911_GCST90202911.filtered.tsv.gz	fe196a1706c34f018fc018e0ac637fb0dfcae5c3b8d23810bfa76fcc0d357c18	sha256	161931	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	1.00616237890898	estimated_from_source_maf	sd	total	analysis_level	91	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
857	GCST90202912	GCST90202912	X-11850 levels	X-11850 measurement	http://www.ebi.ac.uk/efo/EFO_0021270	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202912_GCST90202912.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202912/harmonised/GCST90202912.h.tsv.gz		GCST90202912_GCST90202912.filtered.tsv.gz	1ab126e238133856366fc6c3b265dd67644ea651d60c7e6d79269b069b518a01	sha256	155844	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.951479953106738	estimated_from_source_maf	sd	total	analysis_level	88	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
858	GCST90202913	GCST90202913	X-11880 levels	X-11880 measurement	http://www.ebi.ac.uk/efo/EFO_0800698	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202913_GCST90202913.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202913/harmonised/GCST90202913.h.tsv.gz		GCST90202913_GCST90202913.filtered.tsv.gz	b9eed6a6092fc1efb8619a95fcca019270030c6a16007ec4e26f4060da0d5aa1	sha256	159920	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.971327848471052	estimated_from_source_maf	sd	total	analysis_level	103	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
859	GCST90202914	GCST90202914	X-12216 levels	X-12216 measurement	http://www.ebi.ac.uk/efo/EFO_0021294	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202914_GCST90202914.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202914/harmonised/GCST90202914.h.tsv.gz		GCST90202914_GCST90202914.filtered.tsv.gz	ce404681cf09bcf0d37c238553abbf3ec9c475793b5543be10822788e8cea72f	sha256	159982	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.934867872127667	estimated_from_source_maf	sd	total	analysis_level	94	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
860	GCST90202915	GCST90202915	X-11858 levels	X-11858 measurement	http://www.ebi.ac.uk/efo/EFO_0021272	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202915_GCST90202915.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202915/harmonised/GCST90202915.h.tsv.gz		GCST90202915_GCST90202915.filtered.tsv.gz	f15f7e907201dd991796736c9deb23e87c5b2111b848986200bf60a6fbc423d3	sha256	155882	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.900903633534831	estimated_from_source_maf	sd	total	analysis_level	98	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
861	GCST90202916	GCST90202916	X-11847 levels	X-11847 measurement	http://www.ebi.ac.uk/efo/EFO_0021268	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202916_GCST90202916.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202916/harmonised/GCST90202916.h.tsv.gz		GCST90202916_GCST90202916.filtered.tsv.gz	6c2622969ffd506ad975f91439c34cc241e4a192237062122684c0300a6cfd13	sha256	193705	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.92087644508926	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
862	GCST90202917	GCST90202917	X-12007 levels	X-12007 measurement	http://www.ebi.ac.uk/efo/EFO_0021276	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202917_GCST90202917.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202917/harmonised/GCST90202917.h.tsv.gz		GCST90202917_GCST90202917.filtered.tsv.gz	26b8f00dbc8c88d7cfc024f9492cf5b3a1ac25b4c8f144a054ade560f80f04ad	sha256	161780	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.970905961632034	estimated_from_source_maf	sd	total	analysis_level	101	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
863	GCST90202918	GCST90202918	X-11852 levels	X-11852 measurement	http://www.ebi.ac.uk/efo/EFO_0021271	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202918_GCST90202918.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202918/harmonised/GCST90202918.h.tsv.gz		GCST90202918_GCST90202918.filtered.tsv.gz	c8e67353defc2fffd6043f8d3e6d30a6ded143bbd7190b624be57ef3ebcfdf3c	sha256	267434	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.966179147315259	estimated_from_source_maf	sd	total	analysis_level	92	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
864	GCST90202919	GCST90202919	X-12221 levels	X-12221 measurement	http://www.ebi.ac.uk/efo/EFO_0800711	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202919_GCST90202919.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202919/harmonised/GCST90202919.h.tsv.gz		GCST90202919_GCST90202919.filtered.tsv.gz	8d8ab341975344b6368a2eba84b36c03b3d49371cb81d8aea25637373e77b4db	sha256	198869	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.92068372154982	estimated_from_source_maf	sd	total	analysis_level	78	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
865	GCST90202920	GCST90202920	X-12193 levels	X-12193 measurement	http://www.ebi.ac.uk/efo/EFO_0800710	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202920_GCST90202920.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202920/harmonised/GCST90202920.h.tsv.gz		GCST90202920_GCST90202920.filtered.tsv.gz	f63cf3055ed2308e2f1059748710a5023f2ff2001622fbce11fc79f3152af59a	sha256	161332	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.938596143978184	estimated_from_source_maf	sd	total	analysis_level	100	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
866	GCST90202921	GCST90202921	X-12101 levels	X-12101 measurement	http://www.ebi.ac.uk/efo/EFO_0800702	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-east-asian/filtered/GCST90202921_GCST90202921.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90202001-GCST90203000/GCST90202921/harmonised/GCST90202921.h.tsv.gz		GCST90202921_GCST90202921.filtered.tsv.gz	2abf347e180dc0ee15646d1d75fbadcc7691991ea71bc8410277754db786e3ee	sha256	160373	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	East Asian	EAS	af_assigned	sd	0.955217422285713	estimated_from_source_maf	sd	total	analysis_level	102	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
